vendedor,precio,habitaciones,metros,planta,garage,ascensor,ubicacion,numero_planta,valor_garage,precio_total
Particular,279999,3,113,exterior sin ascensor,False,False,Exterior,,0,279999
Agencia,1197000,3,130,Planta 4ª exterior con ascensor,True,True,Exterior,4.0,0,1197000
Agencia,1440000,2,103,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,1440000
Particular,159000,2,48,Planta 5ª exterior sin ascensor,False,False,Exterior,5.0,0,159000
Particular,545000,2,98,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,545000
Agencia,198700,2,60,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,198700
Particular,218000,2,65,sin ascensor,False,False,No especificado,,0,218000
Particular,175000,2,54,sin ascensor,False,False,No especificado,,0,175000
Particular,190000,2,43,Planta 2ª  sin ascensor,False,False,No especificado,2.0,0,190000
Particular,105000,2,61,sin ascensor,False,False,No especificado,,0,105000
Particular,199500,2,103,sin ascensor,False,False,No especificado,,0,199500
Particular,198700,2,48,sin ascensor,False,False,No especificado,,0,198700
Particular,230000,2,67,sin ascensor,False,False,No especificado,,0,230000
Particular,185000,2,63,sin ascensor,False,False,No especificado,,0,185000
Particular,167900,2,73,sin ascensor,False,False,No especificado,,0,167900
Particular,143100,2,63,sin ascensor,False,False,No especificado,,0,143100
Particular,320000,2,89,sin ascensor,False,False,No especificado,,0,320000
Particular,288000,2,64,sin ascensor,False,False,No especificado,,0,288000
Particular,272500,2,68,sin ascensor,False,False,No especificado,,0,272500
Particular,255000,2,71,sin ascensor,False,False,No especificado,,0,255000
Particular,151000,2,57,sin ascensor,False,False,No especificado,,0,151000
Particular,105000,2,61,sin ascensor,False,False,No especificado,,0,105000
Particular,199500,2,103,sin ascensor,False,False,No especificado,,0,199500
Particular,230000,2,67,sin ascensor,False,False,No especificado,,0,230000
Particular,143100,2,63,sin ascensor,False,False,No especificado,,0,143100
Particular,320000,2,89,sin ascensor,False,False,No especificado,,0,320000
Particular,288000,2,64,sin ascensor,False,False,No especificado,,0,288000
Particular,272500,2,68,sin ascensor,False,False,No especificado,,0,272500
Particular,255000,2,71,sin ascensor,False,False,No especificado,,0,255000
Particular,204000,2,69,sin ascensor,False,False,No especificado,,0,204000
Particular,135000,2,68,sin ascensor,False,False,No especificado,,0,135000
Particular,240000,2,64,sin ascensor,False,False,No especificado,,0,240000
Particular,236000,2,61,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,236000
Particular,181500,2,55,sin ascensor,False,False,No especificado,,0,181500
Particular,272400,2,41,Planta 1ª sin ascensor,False,False,No especificado,1.0,0,272400
Particular,200600,2,59,sin ascensor,False,False,No especificado,,0,200600
Agencia,489000,2,58,Planta 5ª interior con ascensor,False,True,Interior,5.0,0,489000
Particular,950000,2,95,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,950000
Particular,219000,2,70,sin ascensor,False,False,No especificado,,0,219000
Particular,275000,2,53,Planta 3ª sin ascensor,False,False,No especificado,3.0,0,275000
Particular,335000,2,78,Planta 7ª exterior con ascensor,False,True,Exterior,7.0,0,335000
Particular,241000,2,62,sin ascensor,False,False,No especificado,,0,241000
Particular,195000,2,43,sin ascensor,False,False,No especificado,,0,195000
Particular,385000,2,121,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,0,385000
Particular,369000,2,79,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,369000
Particular,255000,2,64,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,255000
Agencia,625000,2,97,Planta 5ª interior con ascensor,True,True,Interior,5.0,0,625000
Particular,179000,2,55,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,179000
Particular,415000,2,59,Planta 1ª interior con ascensor,False,True,Interior,1.0,0,415000
Agencia,365000,2,79,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,365000
Agencia,499900,2,80,Sótano exterior con ascensor,False,True,Exterior,,0,499900
Agencia,814900,2,122,exterior con ascensor,False,True,Exterior,,0,814900
Agencia,209000,2,47,Bajo interior con ascensor,False,True,Interior,0.0,0,209000
Agencia,220000,2,57,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,220000
Particular,495000,2,60,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,495000
Agencia,1100000,2,81,Planta 1ª interior con ascensor,False,True,Interior,1.0,0,1100000
Agencia,749900,2,108,Planta 3ª exterior con ascensor,True,True,Exterior,3.0,0,749900
Particular,630000,2,80,Planta 4ª interior con ascensor,False,True,Interior,4.0,0,630000
Agencia,855000,2,107,Planta 1ª exterior sin ascensor,True,False,Exterior,1.0,45000,900000
Particular,400000,2,41,Planta 2ª interior con ascensor,False,True,Interior,2.0,0,400000
Agencia,750000,2,159,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,750000
Agencia,715000,2,94,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,715000
Particular,230000,2,55,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,230000
Particular,449000,2,74,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,449000
Particular,1100000,2,85,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,1100000
Agencia,345000,2,50,Planta 2ª interior sin ascensor,False,False,Interior,2.0,0,345000
Particular,295000,2,55,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,295000
Agencia,895000,2,80,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,895000
Agencia,730000,2,78,Bajo exterior con ascensor,False,True,Exterior,0.0,0,730000
Agencia,945000,2,105,exterior sin ascensor,False,False,Exterior,,0,945000
Particular,395000,2,120,Planta 4ª exterior con ascensor,True,True,Exterior,4.0,0,395000
Particular,849000,2,54,Planta 7ª interior con ascensor,False,True,Interior,7.0,0,849000
Agencia,980000,2,120,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,980000
Agencia,299000,2,70,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,299000
Particular,1270000,2,102,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,1270000
Particular,800000,2,107,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,800000
Particular,422000,2,40,Planta 4ª interior con ascensor,False,True,Interior,4.0,0,422000
Agencia,920000,2,95,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,920000
Agencia,1500000,2,139,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,1500000
Agencia,650000,2,83,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,650000
Agencia,1249000,2,148,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,1249000
Agencia,2400000,2,200,Planta 8ª exterior con ascensor,False,True,Exterior,8.0,0,2400000
Agencia,593300,2,92,Planta 9ª exterior con ascensor,False,True,Exterior,9.0,0,593300
Agencia,395000,2,54,Planta 3ª interior sin ascensor,False,False,Interior,3.0,0,395000
Agencia,750000,2,159,Planta 1ª interior con ascensor,False,True,Interior,1.0,0,750000
Particular,260000,2,59,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,260000
Particular,370000,2,74,Planta 7ª exterior con ascensor,False,True,Exterior,7.0,0,370000
Agencia,684000,2,123,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,684000
Agencia,1090000,2,111,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,1090000
Agencia,590000,2,84,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,590000
Agencia,780000,2,110,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,780000
Particular,399000,2,63,Planta 7ª exterior con ascensor,False,True,Exterior,7.0,0,399000
Agencia,345000,2,50,Planta 2ª interior sin ascensor,False,False,Interior,2.0,0,345000
Agencia,350000,2,60,Planta 5ª exterior con ascensor,True,True,Exterior,5.0,0,350000
Agencia,253000,2,53,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,253000
Particular,599000,2,75,Planta 4ª interior con ascensor,False,True,Interior,4.0,0,599000
Agencia,550000,2,60,Planta 2ª interior con ascensor,False,True,Interior,2.0,0,550000
Agencia,225000,2,78,Planta 7ª exterior con ascensor,False,True,Exterior,7.0,0,225000
Particular,2200000,2,177,Planta 4ª exterior con ascensor,True,True,Exterior,4.0,0,2200000
Agencia,560000,2,80,Bajo exterior con ascensor,False,True,Exterior,0.0,0,560000
Particular,460000,2,66,Bajo con ascensor,False,True,No especificado,0.0,0,460000
Agencia,240000,2,69,No especificado,False,False,No especificado,,0,240000
Agencia,240000,2,52,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,240000
Agencia,290000,2,72,Planta 5ª exterior con ascensor,True,True,Exterior,5.0,0,290000
Particular,650000,2,99,Planta 3ª exterior con ascensor,True,True,Exterior,3.0,0,650000
Agencia,1200000,2,118,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,1200000
Particular,510000,2,109,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,510000
Particular,185000,2,57,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,185000
Particular,1200000,2,94,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,1200000
Agencia,199000,2,53,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,199000
Agencia,275000,2,52,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,275000
Agencia,665000,2,105,Planta 4ª exterior con ascensor,True,True,Exterior,4.0,0,665000
Agencia,785000,2,115,interior con ascensor,False,True,Interior,,0,785000
Agencia,255000,2,82,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,20000,275000
Agencia,425000,2,93,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,425000
Agencia,1390000,2,94,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,1390000
Particular,259000,2,66,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,259000
Agencia,3000000,2,191,Planta 5ª con ascensor,True,True,No especificado,5.0,0,3000000
Agencia,929000,2,114,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,929000
Particular,635000,2,104,Planta 7ª exterior con ascensor,True,True,Exterior,7.0,0,635000
Particular,334800,2,74,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,334800
Agencia,1200000,2,143,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,1200000
Agencia,425000,2,80,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,425000
Particular,718000,2,70,Planta 1ª interior con ascensor,False,True,Interior,1.0,0,718000
Particular,410000,2,70,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,410000
Particular,530000,2,65,No especificado,False,False,No especificado,,0,530000
Agencia,850000,2,75,Planta 18ª exterior con ascensor,False,True,Exterior,18.0,0,850000
Agencia,950000,2,145,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,950000
Agencia,1850000,2,112,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,1850000
Particular,545000,2,81,Planta 3ª exterior con ascensor,True,True,Exterior,3.0,0,545000
Agencia,208000,2,65,Sótano exterior sin ascensor,False,False,Exterior,,0,208000
Agencia,929000,2,114,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,929000
Particular,1450000,2,175,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,1450000
Particular,425000,2,83,Planta 3ª exterior con ascensor,True,True,Exterior,3.0,0,425000
Agencia,730000,2,85,Planta 4ª exterior con ascensor,True,True,Exterior,4.0,0,730000
Particular,675000,2,72,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,675000
Agencia,205000,2,75,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,205000
Particular,590000,2,76,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,590000
Agencia,429000,2,84,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,429000
Particular,375000,2,50,Entreplanta exterior con ascensor,False,True,Exterior,0.0,0,375000
Particular,650000,2,68,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,650000
Particular,170000,2,37,Bajo interior sin ascensor,False,False,Interior,0.0,0,170000
Particular,188600,2,64,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,188600
Particular,1250000,2,70,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,1250000
Agencia,323000,2,97,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,323000
Particular,245000,2,53,Bajo exterior con ascensor,False,True,Exterior,0.0,0,245000
Particular,215000,2,42,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,215000
Particular,1790000,2,150,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,1790000
Particular,330000,2,65,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,330000
Particular,620000,2,90,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,0,620000
Particular,199000,2,52,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,199000
Particular,318500,2,85,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,318500
Particular,305000,2,45,Planta -1 interior sin ascensor,False,False,Interior,1.0,0,305000
Particular,340000,2,54,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,340000
Particular,420000,2,76,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,0,420000
Agencia,140000,2,48,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,140000
Agencia,179999,2,46,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,179999
Particular,151000,2,49,Planta 4ª exterior sin ascensor,False,False,Exterior,4.0,0,151000
Particular,140000,2,62,Bajo interior con ascensor,False,True,Interior,0.0,0,140000
Agencia,200000,2,75,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,200000
Particular,145000,2,48,Planta 2ª interior sin ascensor,False,False,Interior,2.0,0,145000
Particular,850000,2,74,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,850000
Agencia,198000,2,73,Planta 4ª exterior sin ascensor,False,False,Exterior,4.0,0,198000
Agencia,400000,2,60,Planta 3ª interior con ascensor,False,True,Interior,3.0,0,400000
Agencia,179000,2,44,interior sin ascensor,False,False,Interior,,0,179000
Particular,449000,2,88,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,0,449000
Agencia,345000,2,50,Planta 2ª interior sin ascensor,False,False,Interior,2.0,0,345000
Particular,310000,2,67,Planta 1ª con ascensor,False,True,No especificado,1.0,0,310000
Agencia,645000,2,107,Planta 19ª exterior con ascensor,True,True,Exterior,19.0,0,645000
Particular,1495000,2,170,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,1495000
Particular,192000,2,54,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,192000
Particular,785000,2,112,Planta 7ª exterior con ascensor,True,True,Exterior,7.0,0,785000
Particular,105000,2,24,No especificado,False,False,No especificado,,0,105000
Particular,170000,2,39,sin ascensor,False,False,No especificado,,0,170000
Agencia,269000,2,53,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,269000
Agencia,720000,2,95,exterior sin ascensor,False,False,Exterior,,0,720000
Particular,670000,2,70,Bajo interior con ascensor,False,True,Interior,0.0,0,670000
Agencia,375000,2,49,Entreplanta interior con ascensor,False,True,Interior,0.0,0,375000
Particular,143000,2,40,sin ascensor,False,False,No especificado,,0,143000
Agencia,399000,2,85,Planta 3ª exterior con ascensor,True,True,Exterior,3.0,0,399000
Agencia,537000,2,78,interior con ascensor,False,True,Interior,,0,537000
Agencia,175000,2,69,Bajo exterior con ascensor,False,True,Exterior,0.0,0,175000
Agencia,159000,2,50,Planta 4ª interior sin ascensor,False,False,Interior,4.0,0,159000
Particular,425000,2,44,Planta 7ª interior con ascensor,False,True,Interior,7.0,0,425000
Agencia,194000,2,54,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,194000
Particular,360000,2,61,Planta 1ª interior sin ascensor,False,False,Interior,1.0,0,360000
Agencia,1050000,2,120,Planta 5ª exterior con ascensor,True,True,Exterior,5.0,0,1050000
Agencia,435000,2,93,Planta 7ª exterior con ascensor,True,True,Exterior,7.0,0,435000
Agencia,370000,2,65,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,370000
Agencia,279000,2,76,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,279000
Particular,295000,2,88,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,295000
Agencia,213000,2,56,Planta 5ª exterior sin ascensor,False,False,Exterior,5.0,0,213000
Agencia,240000,2,78,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,240000
Agencia,395000,2,54,Planta 3ª interior sin ascensor,False,False,Interior,3.0,0,395000
Particular,220000,2,57,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,220000
Agencia,400000,2,99,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,400000
Agencia,1150000,2,90,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,1150000
Agencia,230000,2,52,Bajo exterior con ascensor,False,True,Exterior,0.0,0,230000
Agencia,595000,2,124,Planta 4ª interior con ascensor,True,True,Interior,4.0,0,595000
Agencia,998000,2,111,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,998000
Agencia,849000,2,83,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,849000
Agencia,780000,2,82,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,780000
Particular,206000,2,57,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,206000
Particular,1050000,2,168,Planta 5ª exterior con ascensor,True,True,Exterior,5.0,0,1050000
Particular,225000,2,53,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,225000
Agencia,295000,2,75,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,295000
Particular,840000,2,80,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,840000
Particular,350000,2,89,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,0,350000
Agencia,750000,2,95,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,750000
Agencia,349000,2,90,Bajo exterior con ascensor,False,True,Exterior,0.0,0,349000
Particular,163000,2,62,Planta 4ª exterior sin ascensor,False,False,Exterior,4.0,0,163000
Agencia,460000,2,80,Entreplanta exterior con ascensor,False,True,Exterior,0.0,0,460000
Agencia,190000,2,52,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,190000
Agencia,239000,2,60,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,239000
Agencia,790000,2,76,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,790000
Agencia,407800,2,87,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,0,407800
Agencia,250000,2,45,Bajo interior con ascensor,False,True,Interior,0.0,0,250000
Particular,475000,2,65,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,475000
Particular,740000,2,80,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,740000
Agencia,1050000,2,103,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,1050000
Agencia,180000,2,62,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,180000
Particular,1650000,2,126,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,1650000
Agencia,1300000,2,110,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,1300000
Particular,589000,2,65,Bajo interior con ascensor,False,True,Interior,0.0,0,589000
Particular,253000,2,68,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,253000
Particular,248000,2,68,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,248000
Particular,266000,2,77,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,266000
Particular,256000,2,77,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,256000
Particular,319000,2,77,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,319000
Agencia,255000,2,62,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,255000
Particular,894000,2,84,Planta 9ª exterior con ascensor,False,True,Exterior,9.0,0,894000
Particular,839000,2,66,Planta 5ª interior con ascensor,False,True,Interior,5.0,0,839000
Agencia,950000,2,100,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,950000
Particular,701000,2,111,No especificado,False,False,No especificado,,0,701000
Particular,675000,2,81,con ascensor,False,True,No especificado,,0,675000
Particular,869000,2,60,Planta 2ª interior con ascensor,False,True,Interior,2.0,0,869000
Particular,300000,2,87,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,300000
Particular,640000,2,95,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,640000
Particular,181500,2,55,Planta 5ª exterior sin ascensor,False,False,Exterior,5.0,0,181500
Particular,650000,2,80,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,650000
Agencia,2200000,2,120,Planta 7ª exterior con ascensor,True,True,Exterior,7.0,0,2200000
Agencia,925000,2,90,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,925000
Particular,420000,2,72,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,420000
Particular,199000,2,62,exterior sin ascensor,False,False,Exterior,,0,199000
Agencia,455000,2,75,Planta 7ª exterior con ascensor,False,True,Exterior,7.0,0,455000
Agencia,1550000,2,148,Bajo exterior con ascensor,True,True,Exterior,0.0,55000,1605000
Particular,785000,2,116,Planta 7ª exterior con ascensor,True,True,Exterior,7.0,0,785000
Agencia,320000,2,66,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,320000
Agencia,995000,2,116,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,995000
Agencia,297500,2,55,Planta 2ª interior con ascensor,False,True,Interior,2.0,0,297500
Agencia,395000,2,57,Planta 3ª interior sin ascensor,False,False,Interior,3.0,0,395000
Agencia,850000,2,90,No especificado,False,False,No especificado,,0,850000
Particular,520000,2,53,Planta 4ª interior con ascensor,False,True,Interior,4.0,0,520000
Agencia,830000,2,81,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,830000
Agencia,1350000,2,180,No especificado,False,False,No especificado,,0,1350000
Particular,975000,2,84,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,975000
Particular,255487,2,97,Planta 3ª exterior con ascensor,True,True,Exterior,3.0,0,255487
Agencia,430000,2,76,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,430000
Agencia,1475000,2,96,Planta 4ª interior con ascensor,False,True,Interior,4.0,0,1475000
Agencia,890000,2,85,Planta 1ª exterior sin ascensor,True,False,Exterior,1.0,0,890000
Particular,350000,2,40,Planta 4ª interior con ascensor,False,True,Interior,4.0,0,350000
Agencia,795000,2,101,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,795000
Particular,550000,2,75,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,550000
Particular,695000,2,289,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,695000
Particular,250000,2,59,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,250000
Particular,360000,2,73,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,360000
Particular,885000,2,80,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,885000
Agencia,340000,2,71,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,340000
Particular,750000,2,114,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,750000
Particular,745000,2,78,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,745000
Agencia,324000,2,65,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,324000
Particular,395000,2,81,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,395000
Particular,179000,2,47,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,179000
Particular,330000,2,40,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,330000
Agencia,695000,2,81,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,38000,733000
Particular,289000,2,63,Planta 4ª exterior sin ascensor,False,False,Exterior,4.0,0,289000
Agencia,229900,2,62,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,229900
Agencia,2000000,2,124,Planta 3ª interior con ascensor,True,True,Interior,3.0,50000,2050000
Agencia,2300000,2,130,Planta 6ª exterior con ascensor,True,True,Exterior,6.0,70000,2370000
Agencia,259000,2,57,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,259000
Agencia,1550000,2,155,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,1550000
Agencia,420000,2,45,Planta 1ª interior con ascensor,False,True,Interior,1.0,0,420000
Particular,220000,2,51,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,220000
Agencia,2195000,2,175,exterior con ascensor,False,True,Exterior,,0,2195000
Particular,790000,2,77,Planta 4ª interior con ascensor,True,True,Interior,4.0,150,790150
Agencia,230000,2,62,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,230000
Particular,900000,2,82,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,900000
Agencia,399000,2,64,Bajo exterior con ascensor,False,True,Exterior,0.0,0,399000
Agencia,295000,2,57,Entreplanta exterior con ascensor,False,True,Exterior,0.0,0,295000
Agencia,450000,2,104,Bajo interior con ascensor,False,True,Interior,0.0,0,450000
Particular,695000,2,57,Planta 4ª interior con ascensor,False,True,Interior,4.0,0,695000
Particular,270000,2,60,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,270000
Particular,825000,2,75,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,825000
Particular,1100000,2,75,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,1100000
Agencia,998000,2,111,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,998000
Agencia,290000,2,68,Planta 3ª exterior con ascensor,True,True,Exterior,3.0,0,290000
Particular,250000,2,55,Planta 4ª exterior sin ascensor,False,False,Exterior,4.0,0,250000
Particular,775000,2,81,Planta 3ª interior con ascensor,False,True,Interior,3.0,0,775000
Agencia,199000,2,64,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,199000
Agencia,3350000,2,227,Planta 4ª interior con ascensor,False,True,Interior,4.0,0,3350000
Particular,1150000,2,92,Planta 2ª interior con ascensor,False,True,Interior,2.0,0,1150000
Agencia,685000,2,170,Planta 6ª exterior con ascensor,True,True,Exterior,6.0,0,685000
Agencia,205000,2,70,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,205000
Particular,750000,2,91,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,750000
Particular,1300000,2,115,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,1300000
Particular,550000,2,60,Planta 3ª interior con ascensor,False,True,Interior,3.0,0,550000
Particular,478000,2,68,Bajo exterior con ascensor,False,True,Exterior,0.0,0,478000
Agencia,780000,2,125,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,780000
Particular,1000000,2,90,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,1000000
Agencia,229000,2,41,Planta 2ª interior sin ascensor,False,False,Interior,2.0,0,229000
Particular,194000,2,60,Planta 4ª exterior sin ascensor,False,False,Exterior,4.0,0,194000
Agencia,215000,2,55,Planta 4ª exterior sin ascensor,False,False,Exterior,4.0,0,215000
Particular,650000,2,95,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,650000
Agencia,265000,2,70,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,265000
Agencia,470000,2,65,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,470000
Agencia,470000,2,65,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,470000
Agencia,580000,2,75,Planta 4ª exterior con ascensor,True,True,Exterior,4.0,0,580000
Agencia,499000,2,71,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,499000
Agencia,750000,2,75,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,750000
Agencia,187000,2,65,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,187000
