vendedor,precio,habitaciones,metros,planta,garage,ascensor,ubicacion,numero_planta,valor_garage,precio_total
Particular,276467,3,108,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,276467
Particular,271404,3,107,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,0,271404
Particular,286000,3,77,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,286000
Particular,875000,3,199,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,0,875000
Particular,748000,3,100,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,748000
Agencia,1675900,3,300,Planta 7ª con ascensor,True,True,No especificado,7.0,0,1675900
Particular,354900,3,152,Bajo exterior con ascensor,False,True,Exterior,0.0,0,354900
Particular,680000,3,138,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,0,680000
Agencia,399000,3,78,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,399000
Particular,449000,3,100,Planta 9ª exterior con ascensor,False,True,Exterior,9.0,0,449000
Particular,3200000,3,202,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,3200000
Agencia,1650000,3,150,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,1650000
Particular,264000,3,80,sin ascensor,False,False,No especificado,,0,264000
Agencia,550000,3,90,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,550000
Particular,320000,3,78,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,320000
Particular,285000,3,115,Planta 2ª exterior sin ascensor,True,False,Exterior,2.0,0,285000
Agencia,699000,3,90,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,699000
Particular,2750000,3,202,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,2750000
Agencia,370000,3,70,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,370000
Particular,380000,3,76,Planta 13ª exterior con ascensor,False,True,Exterior,13.0,0,380000
Particular,110000,3,68,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,110000
Particular,480000,3,105,Planta 4ª exterior con ascensor,True,True,Exterior,4.0,0,480000
Particular,1045000,3,140,Bajo exterior con ascensor,True,True,Exterior,0.0,0,1045000
Agencia,960000,3,117,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,960000
Agencia,300000,3,95,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,300000
Agencia,345000,3,100,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,345000
Particular,380000,3,90,Bajo exterior con ascensor,True,True,Exterior,0.0,0,380000
Agencia,320000,3,70,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,320000
Particular,280000,3,85,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,280000
Particular,890000,3,104,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,150000,1040000
Agencia,260000,3,79,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,260000
Particular,980000,3,128,Planta 3ª interior con ascensor,False,True,Interior,3.0,0,980000
Agencia,356000,3,88,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,356000
Agencia,389900,3,88,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,389900
Particular,170000,3,55,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,170000
Particular,295000,3,102,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,295000
Agencia,225000,3,76,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,225000
Agencia,750000,3,98,Planta 1ª interior con ascensor,False,True,Interior,1.0,0,750000
Agencia,210000,3,56,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,210000
Particular,1375000,3,105,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,1375000
Agencia,460000,3,80,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,460000
Agencia,669000,3,94,Bajo exterior con ascensor,True,True,Exterior,0.0,0,669000
Agencia,1699000,3,123,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,1699000
Particular,285000,3,105,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,285000
Particular,680000,3,109,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,680000
Particular,349000,3,82,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,349000
Agencia,4200000,3,218,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,4200000
Agencia,540000,3,103,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,540000
Particular,209900,3,57,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,209900
Agencia,1879000,3,142,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,1879000
Particular,275000,3,94,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,275000
Agencia,2380000,3,170,exterior con ascensor,False,True,Exterior,,0,2380000
Particular,370000,3,93,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,370000
Agencia,1499500,3,154,Planta 4ª exterior con ascensor,True,True,Exterior,4.0,0,1499500
Particular,319000,3,90,Planta 8ª exterior con ascensor,False,True,Exterior,8.0,0,319000
Agencia,2600000,3,154,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,0,2600000
Particular,850000,3,125,Bajo exterior con ascensor,True,True,Exterior,0.0,0,850000
Agencia,3105000,3,283,Planta 5ª exterior con ascensor,True,True,Exterior,5.0,0,3105000
Agencia,700000,3,75,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,700000
Agencia,238000,3,100,exterior sin ascensor,False,False,Exterior,,0,238000
Agencia,239000,3,81,Planta 4ª exterior sin ascensor,False,False,Exterior,4.0,0,239000
Particular,169000,3,70,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,169000
Particular,738000,3,94,Planta 7ª exterior con ascensor,False,True,Exterior,7.0,0,738000
Agencia,297500,3,76,Bajo exterior con ascensor,False,True,Exterior,0.0,0,297500
Agencia,875000,3,139,Planta 12ª exterior con ascensor,True,True,Exterior,12.0,0,875000
Particular,219500,3,55,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,219500
Particular,180000,3,72,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,180000
Particular,390000,3,73,Entreplanta exterior con ascensor,True,True,Exterior,0.0,0,390000
Particular,750000,3,90,Planta 4ª interior con ascensor,False,True,Interior,4.0,0,750000
Agencia,390000,3,76,Planta 4ª exterior con ascensor,True,True,Exterior,4.0,0,390000
Agencia,280000,3,76,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,280000
Agencia,263000,3,66,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,263000
Agencia,789000,3,136,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,789000
Agencia,450000,3,97,Planta 4ª interior con ascensor,True,True,Interior,4.0,0,450000
Particular,375000,3,92,Planta 8ª exterior con ascensor,False,True,Exterior,8.0,0,375000
Particular,1190000,3,102,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,1190000
Agencia,188000,3,61,Planta 4ª exterior sin ascensor,False,False,Exterior,4.0,0,188000
Agencia,1245000,3,158,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,1245000
Agencia,2900000,3,200,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,2900000
Agencia,849000,3,90,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,849000
Particular,850000,3,133,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,850000
Agencia,349000,3,81,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,349000
Agencia,495000,3,120,Planta 5ª exterior con ascensor,True,True,Exterior,5.0,0,495000
Agencia,2300000,3,165,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,2300000
Agencia,680000,3,80,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,680000
Agencia,750000,3,100,Planta 1ª interior con ascensor,False,True,Interior,1.0,0,750000
Agencia,2375000,3,200,No especificado,True,False,No especificado,,0,2375000
Agencia,238000,3,63,Planta 3ª exterior sin ascensor,True,False,Exterior,3.0,0,238000
Particular,470000,3,80,Planta 12ª exterior con ascensor,False,True,Exterior,12.0,0,470000
Particular,274000,3,90,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,274000
Agencia,1699000,3,115,Planta 3ª exterior con ascensor,True,True,Exterior,3.0,0,1699000
Agencia,360000,3,72,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,360000
Particular,265000,3,70,Bajo exterior con ascensor,False,True,Exterior,0.0,0,265000
Agencia,1480000,3,153,Planta 7ª exterior con ascensor,False,True,Exterior,7.0,0,1480000
Particular,480000,3,79,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,0,480000
Particular,875000,3,150,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,875000
Particular,650000,3,78,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,650000
Particular,329000,3,72,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,329000
Particular,770000,3,120,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,770000
Agencia,1890000,3,176,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,1890000
Agencia,2450000,3,177,Planta 3ª exterior con ascensor,True,True,Exterior,3.0,40000,2490000
Particular,263900,3,83,sin ascensor,False,False,No especificado,,0,263900
Particular,1020000,3,184,sin ascensor,False,False,No especificado,,0,1020000
Particular,202300,3,72,sin ascensor,False,False,No especificado,,0,202300
Particular,240300,3,88,sin ascensor,False,False,No especificado,,0,240300
Particular,261900,3,97,sin ascensor,False,False,No especificado,,0,261900
Particular,280000,3,70,con ascensor,False,True,No especificado,,0,280000
Particular,149600,3,56,sin ascensor,False,False,No especificado,,0,149600
Particular,182000,3,72,sin ascensor,False,False,No especificado,,0,182000
Particular,316200,3,93,sin ascensor,False,False,No especificado,,0,316200
Particular,3780000,3,233,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,3780000
Particular,910000,3,183,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,910000
Particular,419000,3,88,Planta 7ª interior con ascensor,True,True,Interior,7.0,4500,423500
Particular,2350000,3,160,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,2350000
Particular,1200000,3,365,No especificado,True,False,No especificado,,0,1200000
Particular,472000,3,88,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,0,472000
Particular,295000,3,74,Bajo exterior con ascensor,False,True,Exterior,0.0,0,295000
Agencia,319000,3,62,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,319000
Particular,819000,3,139,Planta 5ª exterior con ascensor,True,True,Exterior,5.0,0,819000
Particular,350000,3,89,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,350000
Agencia,4950000,3,232,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,4950000
Particular,485000,3,63,Planta 3ª interior con ascensor,False,True,Interior,3.0,0,485000
Agencia,2493000,3,158,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,2493000
Agencia,3421000,3,237,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,3421000
Agencia,2250000,3,160,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,2250000
Agencia,495000,3,93,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,495000
Agencia,810000,3,121,Planta 8ª exterior con ascensor,True,True,Exterior,8.0,0,810000
Agencia,1197000,3,130,Planta 4ª exterior con ascensor,True,True,Exterior,4.0,0,1197000
Agencia,650000,3,119,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,650000
Agencia,990000,3,89,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,990000
Agencia,810000,3,104,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,810000
Agencia,660000,3,128,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,660000
Agencia,920000,3,140,Planta 3ª exterior con ascensor,True,True,Exterior,3.0,0,920000
Agencia,800000,3,124,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,800000
Particular,2290000,3,138,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,2290000
Particular,750000,3,135,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,0,750000
Particular,550000,3,107,Bajo exterior con ascensor,False,True,Exterior,0.0,0,550000
Agencia,2280000,3,160,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,2280000
Agencia,675000,3,128,No especificado,False,False,No especificado,,0,675000
Agencia,1590000,3,138,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,45000,1635000
Agencia,600000,3,77,Planta 7ª exterior con ascensor,False,True,Exterior,7.0,0,600000
Agencia,269900,3,83,Planta 4ª exterior con ascensor,True,True,Exterior,4.0,0,269900
Agencia,620000,3,150,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,0,620000
Particular,1130000,3,133,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,1130000
Particular,240000,3,56,Planta 3ª exterior sin ascensor,True,False,Exterior,3.0,0,240000
Particular,480000,3,82,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,480000
Agencia,675000,3,128,No especificado,False,False,No especificado,,0,675000
Particular,1079000,3,151,Planta 4ª exterior con ascensor,True,True,Exterior,4.0,0,1079000
Agencia,280000,3,70,Planta 4ª exterior sin ascensor,False,False,Exterior,4.0,0,280000
Agencia,1950000,3,167,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,1950000
Agencia,315000,3,71,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,315000
Particular,1700000,3,160,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,1700000
Agencia,390000,3,88,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,390000
Particular,850000,3,105,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,850000
Agencia,1190000,3,118,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,1190000
Agencia,272000,3,96,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,272000
Particular,139000,3,68,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,139000
Agencia,250000,3,86,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,250000
Particular,170000,3,64,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,170000
Particular,295000,3,75,Entreplanta exterior con ascensor,False,True,Exterior,0.0,0,295000
Particular,260000,3,71,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,260000
Particular,300000,3,75,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,300000
Particular,870000,3,180,No especificado,False,False,No especificado,,0,870000
Agencia,500000,3,78,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,500000
Particular,790000,3,120,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,0,790000
Particular,1890000,3,211,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,1890000
Particular,1390000,3,216,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,1390000
Particular,365000,3,102,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,365000
Particular,1750000,3,150,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,1750000
Particular,1100000,3,110,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,1100000
Particular,272000,3,114,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,272000
Agencia,400000,3,110,Bajo exterior con ascensor,False,True,Exterior,0.0,0,400000
Agencia,340000,3,83,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,340000
Agencia,420000,3,99,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,420000
Agencia,675000,3,128,No especificado,False,False,No especificado,,0,675000
Agencia,675000,3,128,No especificado,False,False,No especificado,,0,675000
Agencia,438000,3,107,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,0,438000
Agencia,330000,3,131,Planta 4ª exterior con ascensor,True,True,Exterior,4.0,0,330000
Particular,1190000,3,137,Planta 2ª interior con ascensor,False,True,Interior,2.0,0,1190000
Agencia,1820000,3,209,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,1820000
Agencia,1250000,3,194,Bajo con ascensor,False,True,No especificado,0.0,0,1250000
Agencia,675000,3,128,No especificado,False,False,No especificado,,0,675000
Agencia,1690000,3,150,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,1690000
Agencia,539000,3,73,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,539000
Agencia,375000,3,100,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,375000
Particular,269000,3,71,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,269000
Agencia,531000,3,92,Planta 1ª interior con ascensor,False,True,Interior,1.0,0,531000
Particular,229900,3,60,No especificado,False,False,No especificado,,0,229900
Agencia,1255000,3,140,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,0,1255000
Particular,325000,3,74,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,325000
Particular,195000,3,64,Planta 1ª exterior sin ascensor,True,False,Exterior,1.0,0,195000
Agencia,580000,3,96,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,580000
Agencia,1638000,3,155,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,1638000
Agencia,1090000,3,158,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,1090000
Particular,250000,3,98,exterior con ascensor,False,True,Exterior,,0,250000
Agencia,1750000,3,140,Planta 4ª exterior con ascensor,True,True,Exterior,4.0,0,1750000
Agencia,2750000,3,199,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,2750000
Agencia,2250000,3,209,Planta 8ª exterior con ascensor,False,True,Exterior,8.0,0,2250000
Particular,430000,3,76,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,430000
Agencia,1200000,3,122,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,1200000
Agencia,272900,3,63,Planta 3ª interior con ascensor,False,True,Interior,3.0,0,272900
Agencia,450000,3,94,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,450000
Particular,2400000,3,200,Planta 8ª exterior con ascensor,False,True,Exterior,8.0,0,2400000
Agencia,262100,3,77,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,262100
Particular,925000,3,106,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,925000
Particular,870000,3,120,Planta 2ª interior con ascensor,False,True,Interior,2.0,0,870000
Particular,255000,3,67,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,255000
Particular,390000,3,87,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,390000
Particular,2550000,3,190,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,2550000
Particular,310000,3,80,Planta 4ª exterior sin ascensor,False,False,Exterior,4.0,0,310000
Particular,270000,3,73,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,270000
Agencia,220000,3,81,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,220000
Particular,330000,3,80,Planta 4ª exterior sin ascensor,False,False,Exterior,4.0,0,330000
Particular,1285000,3,162,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,1285000
Agencia,1190000,3,130,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,1190000
Agencia,750000,3,97,Planta 5ª interior con ascensor,False,True,Interior,5.0,0,750000
Particular,170000,3,61,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,170000
Particular,1890000,3,247,Planta 24ª exterior con ascensor,True,True,Exterior,24.0,0,1890000
Particular,1500000,3,173,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,1500000
Particular,237000,3,56,Planta 4ª exterior sin ascensor,False,False,Exterior,4.0,0,237000
Particular,2360000,3,183,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,2360000
Particular,750000,3,149,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,750000
Particular,295000,3,100,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,295000
Agencia,295000,3,74,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,295000
Particular,1200000,3,100,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,1200000
Agencia,1800000,3,171,exterior sin ascensor,False,False,Exterior,,0,1800000
Particular,1400000,3,100,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,1400000
Agencia,3146000,3,178,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,3146000
Particular,510000,3,72,Planta 1ª interior con ascensor,False,True,Interior,1.0,0,510000
Agencia,595000,3,77,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,595000
Particular,1200000,3,136,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,1200000
Agencia,655000,3,104,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,655000
Agencia,430000,3,91,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,430000
Agencia,430000,3,90,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,430000
Agencia,420000,3,103,Planta 2ª interior con ascensor,False,True,Interior,2.0,0,420000
Agencia,339900,3,78,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,339900
Agencia,3520000,3,270,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,3520000
Agencia,650000,3,124,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,0,650000
Agencia,235000,3,63,Planta 3ª exterior sin ascensor,True,False,Exterior,3.0,0,235000
Agencia,270000,3,73,Planta 3ª exterior sin ascensor,False,False,Exterior,3.0,0,270000
Particular,1125000,3,120,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,1125000
Agencia,799000,3,100,Planta 8ª exterior con ascensor,False,True,Exterior,8.0,0,799000
Agencia,810000,3,142,exterior con ascensor,True,True,Exterior,,0,810000
Particular,165000,3,52,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,165000
Particular,1880000,3,160,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,1880000
Agencia,699000,3,142,Bajo exterior con ascensor,False,True,Exterior,0.0,0,699000
Agencia,670000,3,129,Planta 8ª exterior con ascensor,False,True,Exterior,8.0,0,670000
Particular,595000,3,80,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,595000
Particular,579000,3,90,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,579000
Particular,465000,3,118,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,465000
Agencia,1511000,3,148,Planta 11ª exterior con ascensor,True,True,Exterior,11.0,0,1511000
Particular,295000,3,89,Bajo exterior con ascensor,False,True,Exterior,0.0,0,295000
Agencia,510000,3,107,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,510000
Agencia,3500000,3,250,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,3500000
Agencia,2200000,3,136,Planta 7ª exterior con ascensor,True,True,Exterior,7.0,0,2200000
Particular,650000,3,85,Planta 4ª exterior con ascensor,True,True,Exterior,4.0,0,650000
Particular,750000,3,90,Planta 5ª interior con ascensor,False,True,Interior,5.0,0,750000
Particular,700000,3,136,Planta 4ª interior con ascensor,False,True,Interior,4.0,0,700000
Particular,2450000,3,170,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,2450000
Particular,275000,3,59,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,275000
Agencia,295000,3,83,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,295000
Particular,471900,3,109,Planta 4ª exterior con ascensor,True,True,Exterior,4.0,0,471900
Agencia,210000,3,89,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,210000
Agencia,217900,3,54,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,217900
Agencia,300000,3,75,Planta 1ª interior con ascensor,False,True,Interior,1.0,0,300000
Agencia,1220000,3,154,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,1220000
Particular,254990,3,61,Planta 4ª exterior sin ascensor,False,False,Exterior,4.0,0,254990
Particular,500000,3,76,Entreplanta exterior sin ascensor,False,False,Exterior,0.0,0,500000
Agencia,698000,3,105,Planta 8ª exterior con ascensor,False,True,Exterior,8.0,0,698000
Agencia,295000,3,83,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,295000
Particular,2395000,3,180,Planta 6ª exterior con ascensor,False,True,Exterior,6.0,0,2395000
Particular,192000,3,73,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,192000
Agencia,849000,3,98,Planta 3ª exterior con ascensor,False,True,Exterior,3.0,0,849000
Particular,980000,3,135,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,980000
Particular,450000,3,87,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,450000
Agencia,285000,3,68,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,285000
Particular,1150000,3,156,Planta 4ª exterior con ascensor,True,True,Exterior,4.0,0,1150000
Agencia,199999,3,76,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,199999
Agencia,580000,3,97,Bajo exterior sin ascensor,False,False,Exterior,0.0,0,580000
Particular,790000,3,100,Planta 4ª exterior con ascensor,True,True,Exterior,4.0,0,790000
Particular,730000,3,81,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,730000
Agencia,230000,3,58,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,230000
Particular,2400000,3,165,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,2400000
Particular,234990,3,62,Planta 4ª exterior sin ascensor,False,False,Exterior,4.0,0,234990
Agencia,2019000,3,215,Planta 4ª interior con ascensor,False,True,Interior,4.0,0,2019000
Agencia,1250000,3,110,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,1250000
Agencia,249000,3,100,Planta 4ª exterior con ascensor,True,True,Exterior,4.0,0,249000
Agencia,2350000,3,234,Planta 1ª exterior con ascensor,True,True,Exterior,1.0,0,2350000
Agencia,1500000,3,180,Planta 4ª exterior con ascensor,True,True,Exterior,4.0,0,1500000
Agencia,1350000,3,127,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,1350000
Agencia,318000,3,71,Planta 2ª exterior sin ascensor,False,False,Exterior,2.0,0,318000
Agencia,2340000,3,182,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,2340000
Particular,795000,3,110,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,795000
Particular,629000,3,110,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,629000
Agencia,270000,3,71,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,270000
Agencia,2879000,3,220,Planta 1ª exterior con ascensor,False,True,Exterior,1.0,0,2879000
Particular,849900,3,121,Bajo exterior con ascensor,False,True,Exterior,0.0,0,849900
Agencia,698300,3,108,Planta 10ª exterior con ascensor,True,True,Exterior,10.0,0,698300
Particular,279990,3,69,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,279990
Agencia,2149000,3,152,Planta 2ª exterior con ascensor,True,True,Exterior,2.0,0,2149000
Particular,316200,3,93,sin ascensor,False,False,No especificado,,0,316200
Agencia,160600,3,101,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,160600
Agencia,895000,3,125,Planta 4ª exterior con ascensor,True,True,Exterior,4.0,0,895000
Agencia,236000,3,70,Planta 1ª exterior sin ascensor,False,False,Exterior,1.0,0,236000
Agencia,715000,3,124,Planta 5ª exterior con ascensor,False,True,Exterior,5.0,0,715000
Agencia,660000,3,72,Planta 2ª exterior con ascensor,False,True,Exterior,2.0,0,660000
Agencia,1395000,3,217,Planta 7ª exterior con ascensor,True,True,Exterior,7.0,0,1395000
Particular,1190000,3,140,Planta 6ª exterior con ascensor,True,True,Exterior,6.0,0,1190000
Particular,1675000,3,148,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,1675000
Agencia,1290000,3,91,Planta 4ª exterior con ascensor,False,True,Exterior,4.0,0,1290000
